Дата,Кол-во комнат,Адрес,Год постройки,Этаж,Площадь (кв.м),Цена,Unnamed: 7
12.04,2-комнатная квартира,"Нижегородский район Печёрская долинаул. Родионова, д. 193 к7 Информация о доме",2013.0,"1 / 10 эт., кирпич",62 / 29 / 20,12 500 000 руб.201 613 руб./м²от 148 417 руб./мес.,
12.04,Квартира-студия,"Советский районул. Бекетова, д. 6В Информация о доме",1970.0,"1 / 5 эт., кирпич",15 / 9 / 1хрущ.,2 699 999 руб.180 000 руб./м²от 32 058 руб./мес.,
12.04,4-комнатная квартира,"Нижегородский районул. Белинского, д. 36 Информация о доме",2007.0,"7 / 10 эт., кирпич","118,7 / 70,8 / 21,2",37 999 000 руб.320 126 руб./м²от 451 177 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский район Соцгород 9ул. Ватутина, д. 10 Информация о доме",1953.0,"2 / 4 эт., кирпич","58,4 / 31,4 / 7,5стал.",7 399 999 руб.126 712 руб./м²от 87 863 руб./мес.,
,,,,,,,
12.04,3-комнатная квартира,"Московский районш. Московское, д. 141 Информация о доме",1958.0,"5 / 5 эт., кирпич","77 / 47,9 / 8,2стал.",8 500 000 руб.110 390 руб./м²от 100 924 руб./мес.,
12.04,2-комнатная квартира,"Канавинский районул. Совнаркомовская, д. 32 Информация о доме",1970.0,"2 / 12 эт., кирпич","43 / 30 / 8,2",6 200 000 руб.144 186 руб./м²от 73 615 руб./мес.,
12.04,3-комнатная квартира,"Ленинский районул. Октябрьской Революции, д. 74 Информация о доме",1994.0,"3 / 6 эт., кирпич","64 / 39 / 8,4",8 800 000 руб.137 500 руб./м²от 104 486 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский районул. Аркадия Гайдара, д. 26 Информация о доме",2014.0,"2 / 16 эт., кирпич","66,4 / 37,15 / 13,3",9 500 000 руб.143 072 руб./м²от 112 797 руб./мес.,
12.04,1-комнатная квартира,"Сормовский район ЖК Кораблипросп. Кораблестроителей, д. 74 Информация о доме",2017.0,"10 / 10 эт., панель","30,6 / 15,8 / 8,2",6 200 000 руб.202 614 руб./м²от 73 615 руб./мес.,
12.04,2-комнатная квартира,"Московский район ЖК Бурнаковскийул. Бурнаковская, д. 87 Информация о доме",2016.0,"9 / 10 эт., панель","60,3 / 32 / 13,7",9 300 000 руб.154 229 руб./м²от 110 422 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район ЖК Книгиул. Тургенева, д. 25 к1 Информация о доме",2022.0,"19 / 25 эт., блок+утеплитель",38 / 18 / 11,10 950 000 руб.288 158 руб./м²от 130 014 руб./мес.,
,,,,,,,
12.04,1-комнатная квартира,"Ленинский район ЖК Аквамаринул. Окская, д. 2 Информация о доме",2018.0,"10 / 23 эт., блок+утеплитель","36,3 / 15,9 / 7,8",8 150 000 руб.224 518 руб./м²от 96 768 руб./мес.,
12.04,3-комнатная квартира,"Сормовский районул. Победная, д. 17 к2 Информация о доме",2008.0,"1 / 10 эт., кирпич","88,2 / 52,9 / 12,8",8 500 000 руб.96 372 руб./м²от 100 924 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район ЖК КМ Towerул. Максима Горького, д. 23А Информация о доме",2021.0,"7 / 12 эт., панель",60 / 35 / 15,17 500 000 руб.291 667 руб./м²от 207 784 руб./мес.,
12.04,3-комнатная квартира,"Сормовский районул. Ефима Рубинчика, д. 13 Информация о доме",1988.0,"2 / 9 эт., панель","59,7 / 39,6 / 9,5",7 449 000 руб.124 774 руб./м²от 88 445 руб./мес.,
12.04,1-комнатная квартира,"Сормовский районул. Мокроусова, д. 15 Информация о доме",1966.0,"4 / 5 эт., панель","32,5 / 19,5 / 5,6брежн.",3 700 000 руб.113 846 руб./м²от 43 932 руб./мес.,
12.04,3-комнатная квартира,"Советский районул. Ошарская, д. 88 Информация о доме",1991.0,"10 / 10 эт., кирпич","63,4 / 38,6 / 8,2",10 800 000 руб.170 347 руб./м²от 128 233 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский район ЖК Облакаул. Деловая, д. 22 Информация о доме",,"6 / 10 эт., монолитный железобетон","61 / 33,8 / 10,8",10 700 000 руб.175 410 руб./м²от 127 045 руб./мес.,
,,,,,,,
12.04,1-комнатная квартира,"Автозаводский район Соцгород 4ул. Героя Советского Союза Поющева, д. 21 Информация о доме",1959.0,"5 / 5 эт., кирпич","30,7 / 17,1 / 5,6хрущ.",3 750 000 руб.122 150 руб./м²от 44 525 руб./мес.,
12.04,2-комнатная квартира,"Приокский район микрорайон Щербинки 2просп. Гагарина, д. 204 Информация о доме",1975.0,"4 / 12 эт., кирпич","50,2 / 30 / 7,8",8 000 000 руб.159 363 руб./м²от 94 987 руб./мес.,
12.04,1-комнатная квартира,"Ленинский район ЖК Заречьеул. Героя Советского Союза Сафронова, д. 7 к1 Информация о доме",2021.0,"3 / 17 эт., блок+утеплитель","40,4 / 14 / 16,6",7 999 999 руб.198 020 руб./м²от 94 987 руб./мес.,
12.04,2-комнатная квартира,"Советский район ЖК Новая Кузнечихапросп. Героев Донбасса, д. 2 Информация о доме",2024.0,"8 / 25 эт., блок+утеплитель","61,3 / 30 / 20,8",10 500 000 руб.171 289 руб./м²от 124 670 руб./мес.,
12.04,2-комнатная квартира,"Советский район ЖК КМ Тимирязевскийул. 2-я Оранжерейная, д. 4А Информация о доме",2023.0,"18 / 19 эт., панель","51 / 23,41 / 15,61",13 500 000 руб.264 706 руб./м²от 160 291 руб./мес.,
12.04,2-комнатная квартира,"Московский районул. Черняховского, д. 9 Информация о доме",1957.0,"5 / 5 эт., кирпич","57 / 34,2 / 8,1стал.",4 800 000 руб.84 211 руб./м²от 56 992 руб./мес.,
12.04,2-комнатная квартира,"Московский районул. Берёзовская, д. 22 Информация о доме",1988.0,"8 / 9 эт., кирпич","40,5 / 23,3 / 8,7",6 249 000 руб.154 296 руб./м²от 74 197 руб./мес.,
,,,,,,,
12.04,2-комнатная квартира,"Приокский район ЖК Гагаринские высотыпросп. Гагарина, д. 101 к3 Информация о доме",2014.0,"2 / 5 эт., блок+утеплитель","56,6 / 29 / 11",11 600 000 руб.204 947 руб./м²от 137 731 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский районул. Обнорского, д. 1 Информация о доме",1961.0,"2 / 3 эт., шлакоблок","39 / 27,4 / 5народн. стр.",3 700 000 руб.94 872 руб./м²от 43 932 руб./мес.,
12.04,2-комнатная квартира,"Советский район ЖК Этажиул. Невзоровых, д. 64 к2 Информация о доме",2013.0,"5 / 16 эт., блок+утеплитель","64,6 / 36,8 / 13,7",19 600 000 руб.303 406 руб./м²от 232 718 руб./мес.,
12.04,1-комнатная квартира,"Автозаводский район Соцгород 10ул. Комсомольская, д. 37 Информация о доме",1985.0,"9 / 9 эт., панель","35 / 16,9 / 8",4 599 990 руб.131 428 руб./м²от 54 617 руб./мес.,
12.04,1-комнатная квартира,"Канавинский район 4-й микрорайон Мещерское озероул. Пролетарская, д. 6 Информация о доме",1991.0,"11 / 12 эт., панель","38,1 / 16,7 / 11,3",7 300 000 руб.191 601 руб./м²от 86 676 руб./мес.,
12.04,2-комнатная квартира,"Канавинский район микрорайон Гордеевскийул. Генерала Зимина, д. 8 Информация о доме",1984.0,"1 / 9 эт., панель","47,4 / 28,7 / 7,3",7 380 000 руб.155 696 руб./м²от 87 626 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район Верхние Печёрыш. Казанское, д. 4 Информация о доме",2004.0,"10 / 10 эт., кирпич","41,8 / 17,1 / 10,6",9 750 000 руб.233 254 руб./м²от 115 765 руб./мес.,
12.04,2-комнатная квартира,"Московский районул. Чаадаева, д. 50 Информация о доме",1968.0,"5 / 6 эт., кирпич","47,8 / 29,8 / 6хрущ.",4 390 000 руб.91 841 руб./м²от 52 124 руб./мес.,
12.04,1-комнатная квартира,"Ленинский район микрорайон Молитовкаул. Молитовская, д. 5 Информация о доме",1991.0,"1 / 10 эт., панель","35,2 / 17,3 / 8,4",5 000 000 руб.142 045 руб./м²от 59 367 руб./мес.,
,,,,,,,
12.04,1-комнатная квартира,"Сормовский районул. Победная, д. 20 к2 Информация о доме",2005.0,"1 / 10 эт., панель","43,7 / 18,1 / 8,9",5 000 000 руб.114 416 руб./м²от 59 367 руб./мес.,
12.04,3-комнатная квартира,"Автозаводский район микрорайон Мончегорскийул. Спутника, д. 42 Информация о доме",2012.0,"7 / 10 эт., панель","80 / 45,2 / 13,6",11 600 000 руб.145 000 руб./м²от 137 731 руб./мес.,
12.04,2-комнатная квартира,"Советский районул. Белинского, д. 85 Информация о доме",1978.0,"9 / 9 эт., кирпич","46 / 29,1 / 6",10 000 000 руб.217 391 руб./м²от 118 734 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский районул. Юлиуса Фучика, д. 37 Информация о доме",1976.0,"5 / 9 эт., панель","41,1 / 25,7 / 6",5 000 000 руб.121 655 руб./м²от 59 367 руб./мес.,
12.04,2-комнатная квартира,"Советский район Лапшихаул. Бекетова, д. 56 Информация о доме",1958.0,"2 / 2 эт., кирпич","37,2 / 26,9 / 5народн. стр.",4 900 000 руб.131 720 руб./м²от 58 180 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский район Печёрская долинаул. Родионова, д. 193 к2 Информация о доме",2006.0,"2 / 10 эт., кирпич","70 / 32,6 / 11",12 500 000 руб.178 571 руб./м²от 148 417 руб./мес.,
12.04,1-комнатная квартира,"Московский район микрорайон Бурнаковскийш. Сормовское, д. 12 Информация о доме",1984.0,"6 / 9 эт., кирпич","36,5 / 18,5 / 8",5 600 000 руб.153 425 руб./м²от 66 491 руб./мес.,
,,,,,,,
12.04,3-комнатная квартира,"Московский район ЖК Бурнаковскийул. Бурнаковская, д. 117 Информация о доме",2019.0,"4 / 10 эт., панель","82,7 / 50,4 / 13,18",14 750 000 руб.178 356 руб./м²от 175 132 руб./мес.,
12.04,3-комнатная квартира,"Автозаводский районул. Героя Советского Союза Прыгунова, д. 20 Информация о доме",1970.0,"1 / 9 эт., панель","53 / 36,8 / 7,2",6 150 000 руб.116 038 руб./м²от 73 021 руб./мес.,
12.04,3-комнатная квартира,"Канавинский районпосёлок Берёзовский, ул. Касимовская, д. 21 Информация о доме",2013.0,"8 / 10 эт., кирпич","60 / 37,7 / 8",5 999 000 руб.99 983 руб./м²от 71 228 руб./мес.,
12.04,1-комнатная квартира,"Канавинский районул. Обухова, д. 45 Информация о доме",2002.0,"2 / 10 эт., кирпич",32 / 17 / 7,7 000 000 руб.218 750 руб./м²от 83 114 руб./мес.,
12.04,3-комнатная квартира,"Московский районул. Буревестника, д. 14 Информация о доме",1950.0,"1 / 3 эт., шлакоблок","78,7 / 53 / 9стал.",8 990 000 руб.114 231 руб./м²от 106 742 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский район ЖК Корицаул. Александра Хохлова, д. 3 Информация о доме",2023.0,"3 / 17 эт., блок+утеплитель","62,9 / 30,9 / 11,5",15 200 000 руб.241 653 руб./м²от 180 475 руб./мес.,
12.04,2-комнатная квартира,"Советский район Лапшихаул. Норвежская, д. 11 Информация о доме",1959.0,"1 / 3 эт., кирпич","37 / 12 / 18,4народн. стр.",4 750 000 руб.128 378 руб./м²от 56 399 руб./мес.,
,,,,,,,
12.04,5-комнатная квартира,"Московский районул. Красных Зорь, д. 11 Информация о доме",1982.0,"2 / 9 эт., панель","108,9 / 69,6 / 9",10 250 000 руб.94 123 руб./м²от 121 702 руб./мес.,
12.04,2-комнатная квартира,"Сормовский районул. Волжская, д. 13А Информация о доме",1959.0,"1 / 2 эт., шлакоблок","40,6 / 29,8 / 5,9народн. стр.",2 750 000 руб.67 734 руб./м²от 32 652 руб./мес.,
12.04,3-комнатная квартира,"Сормовский районпросп. Кораблестроителей, д. 26 к2 Информация о доме",1979.0,"2 / 9 эт., панель","59,9 / 42,6 / 7",6 250 000 руб.104 341 руб./м²от 74 209 руб./мес.,
12.04,3-комнатная квартира,"Канавинский район Шпальныйул. Витебская, д. 46 Информация о доме",1993.0,"2 / 9 эт., кирпич","71,2 / 42,8 / 7,5",9 300 000 руб.130 618 руб./м²от 110 422 руб./мес.,
12.04,1-комнатная квартира,"Приокский район ЖК Швейцария Паркпросп. Гагарина, 144",2025.0,"8 / 19 эт., монолитный железобетон","42,9 / 25,9 / 13",8 350 000 руб.194 639 руб./м²от 99 143 руб./мес.,
12.04,3-комнатная квартира,"Сормовский районул. Исполкома, д. 6 Информация о доме",1975.0,"1 / 9 эт., панель","58 / 40,2 / 7",6 500 000 руб.112 069 руб./м²от 77 177 руб./мес.,
12.04,2-комнатная квартира,"Советский район Нагорный 1ул. Ванеева, д. 82 Информация о доме",1966.0,"1 / 5 эт., панель",43 / 29 / 6брежн.,4 900 000 руб.113 953 руб./м²от 58 180 руб./мес.,
,,,,,,,
12.04,2-комнатная квартира,"Московский районул. Коминтерна, д. 8 Информация о доме",1985.0,"5 / 9 эт., панель",45 / 28 / 7,8 100 000 руб.180 000 руб./м²от 96 174 руб./мес.,
12.04,3-комнатная квартира,"Московский районул. Чаадаева, д. 26 Информация о доме",1932.0,"2 / 3 эт., кирпич","71,8 / 56,1 / 9,2народн. стр.",5 700 000 руб.79 387 руб./м²от 67 678 руб./мес.,
12.04,2-комнатная квартира,"Сормовский районул. Никиты Рыбакова, д. 5 Информация о доме",1958.0,"2 / 2 эт., кирпич","38,5 / 28,5 / 4,2народн. стр.",4 800 000 руб.124 675 руб./м²от 56 992 руб./мес.,
12.04,2-комнатная квартира,"Сормовский районул. Островского, д. 10 Информация о доме",2001.0,"3 / 12 эт., кирпич","53,7 / 19 / 23,5",8 500 000 руб.158 287 руб./м²от 100 924 руб./мес.,
12.04,3-комнатная квартира,"Советский район Лапшихаул. Агрономическая, д. 138 Информация о доме",2000.0,"10 / 10 эт., панель",63 / 9 / 39,7 800 000 руб.123 810 руб./м²от 92 612 руб./мес.,
12.04,3-комнатная квартира,"Советский район ЖК Новая Кузнечихаул. Новокузнечихинская, д. 4 Информация о доме",2023.0,"4 / 10 эт., блок+утеплитель","70 / 44,7 / 12,7",12 250 000 руб.175 000 руб./м²от 145 449 руб./мес.,
12.04,2-комнатная квартира,"Советский районул. Сестёр Рукавишниковых, д. 17 Информация о доме",1961.0,"4 / 4 эт., кирпич","42,9 / 30,8 / 6,2хрущ.",5 700 000 руб.132 867 руб./м²от 67 678 руб./мес.,
12.04,3-комнатная квартира,"Канавинский районпер. Камчатский, д. 9 Информация о доме",1977.0,"4 / 5 эт., кирпич","58,1 / 40,8 / 6хрущ.",5 500 000 руб.94 664 руб./м²от 65 304 руб./мес.,
12.04,2-комнатная квартира,"Канавинский район ЖК Новый Городул. Вязниковская, д. 42 Информация о доме",2023.0,"7 / 9 эт., панель","58,02 / 33 / 9,22",5 850 000 руб.100 827 руб./м²от 69 459 руб./мес.,
,,,,,,,
12.04,2-комнатная квартира,"Канавинский район ЖК Новый Городул. Вязниковская, д. 42 Информация о доме",2023.0,"3 / 9 эт., панель","70,17 / 32 / 14",7 000 000 руб.99 758 руб./м²от 83 114 руб./мес.,
12.04,3-комнатная квартира,"Ленинский районпер. Райниса, д. 12 Информация о доме",1957.0,"1 / 5 эт., кирпич","77,4 / 48,8 / 7,8стал.",8 100 000 руб.104 651 руб./м²от 96 174 руб./мес.,
12.04,2-комнатная квартира,"Канавинский район ЖК Новый Городул. Вязниковская, д. 42 Информация о доме",2023.0,"7 / 9 эт., панель","56,06 / 29 / 11",5 790 000 руб.103 282 руб./м²от 68 747 руб./мес.,
12.04,2-комнатная квартира,"Канавинский район ЖК Новый Городул. Вязниковская, д. 42 Информация о доме",2023.0,"7 / 9 эт., панель","70,14 / 36 / 14",6 990 000 руб.99 658 руб./м²от 82 995 руб./мес.,
12.04,1-комнатная квартира,"Канавинский районул. Октябрьской Революции, д. 45 Информация о доме",2005.0,"9 / 10 эт., кирпич","39,1 / 15,7 / 10,1",7 200 000 руб.184 143 руб./м²от 85 488 руб./мес.,
12.04,Квартира-студия,"Московский район микрорайон Бурнаковскийул. Народная, д. 80 Информация о доме",1976.0,"4 / 9 эт., кирпич",17 / 11 / 1,2 650 000 руб.155 882 руб./м²от 31 464 руб./мес.,
12.04,1-комнатная квартира,"Ленинский район микрорайон Гвоздильныйул. Замковая, д. 2А",1984.0,"1 / 1 эт., кирпич","38,4 / 18,6 / 9,3",3 400 000 руб.88 542 руб./м²от 40 369 руб./мес.,
,,,,,,,
12.04,2-комнатная квартира,"Приокский район Суриковскийул. Крылова, д. 6А Информация о доме",1963.0,"1 / 5 эт., кирпич","43,1 / 29 / 6хрущ.",6 200 000 руб.143 852 руб./м²от 73 615 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский район ЖК Дельвигул. Большая Печёрская, д. 89 Информация о доме",2024.0,"4 / 20 эт., кирпич","66,6 / 32 / 16,7",16 899 999 руб.253 754 руб./м²от 200 660 руб./мес.,
12.04,1-комнатная квартира,"Приокский район микрорайон Щербинки 2просп. Гагарина, 144",2025.0,"15 / 18 эт., панель","42,9 / 25,9 / 5",7 999 992 руб.186 480 руб./м²от 94 987 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район ЖК Университетскийш. Казанское, д. 14 к3 Информация о доме",2022.0,"1 / 9 эт., блок+утеплитель","37,6 / 11,6 / 19",6 950 000 руб.184 840 руб./м²от 82 520 руб./мес.,
12.04,1-комнатная квартира,"Канавинский район ЖК Тихая гаваньул. Конотопская, 2",2025.0,"19 / 22 эт., блок+утеплитель","20,9 / 11,2 / 4,8",4 799 999 руб.229 665 руб./м²от 56 992 руб./мес.,
12.04,1-комнатная квартира,"Ленинский район микрорайон Молитовкаул. Перекопская, д. 8 Информация о доме",1971.0,"4 / 5 эт., кирпич",13 / 7 / 3хрущ.,2 350 000 руб.180 769 руб./м²от 27 902 руб./мес.,
12.04,2-комнатная квартира,"Новинский сельсовет ЖК Новинки Smart Cityул. 2-я Дорожная, д. 4 Информация о доме",2023.0,"7 / 8 эт., блок+утеплитель","42,5 / 28,9 / 7,5",5 900 000 руб.138 824 руб./м²от 70 053 руб./мес.,
,,,,,,,
12.04,1-комнатная квартира,"Автозаводский районул. Живописная, д. 9 Информация о доме",2012.0,"2 / 3 эт., блок+утеплитель","33,8 / 20 / 9",4 400 000 руб.130 178 руб./м²от 52 243 руб./мес.,
12.04,2-комнатная квартира,"Московский район ЖК Москва Градш. Московское, д. 167 к2 Информация о доме",2019.0,"7 / 12 эт., кирпич","62,4 / 26,9 / 24,6",9 500 000 руб.152 244 руб./м²от 112 797 руб./мес.,
12.04,2-комнатная квартира,"Приокский район ЖК Цветыул. Академика Сахарова, д. 111 Информация о доме",2013.0,"10 / 17 эт., блок+утеплитель","58,6 / 29 / 13,5",9 850 000 руб.168 089 руб./м²от 116 953 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район ЖК Монолитул. Лысогорская, д. 89 к1 Информация о доме",2015.0,"11 / 17 эт., блок+утеплитель","125 / 59,5 / 49",26 800 000 руб.214 400 руб./м²от 318 207 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский район ЖК Ренессансул. Славянская, д. 35 к1 Информация о доме",2021.0,"9 / 9 эт., блок+утеплитель","70 / 31,83 / 18,84",24 100 000 руб.344 286 руб./м²от 286 148 руб./мес.,
12.04,2-комнатная квартира,"Советский районул. Светлогорская, д. 6",2023.0,"10 / 17 эт., монолитный железобетон","64,5 / 36,8 / 12,6",10 500 000 руб.162 791 руб./м²от 124 670 руб./мес.,
12.04,1-комнатная квартира,"Ленинский районул. Героя Самочкина, д. 11А Информация о доме",1963.0,"3 / 4 эт., кирпич","32,3 / 19,4 / 6хрущ.",5 690 000 руб.176 161 руб./м²от 67 560 руб./мес.,
,,,,,,,
12.04,3-комнатная квартира,"Сормовский районул. Василия Иванова, д. 14 к1 Информация о доме",1979.0,"4 / 9 эт., панель","74,7 / 42 / 9,3",7 300 000 руб.97 724 руб./м²от 86 676 руб./мес.,
12.04,1-комнатная квартира,"Автозаводский район микрорайон Северныйул. Пермякова, д. 12 Информация о доме",1983.0,"1 / 9 эт., кирпич","29,8 / 17,7 / 4,9малогабар.",3 300 000 руб.110 738 руб./м²от 39 182 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский районул. Юлиуса Фучика, д. 21 Информация о доме",1968.0,"3 / 5 эт., кирпич","45,92 / 31,25 / 6,1хрущ.",4 650 000 руб.101 263 руб./м²от 55 211 руб./мес.,
12.04,4-комнатная квартира,"Канавинский районпосёлок Берёзовский, ул. Касимовская, д. 19 Информация о доме",1994.0,"4 / 10 эт., кирпич","73,5 / 51,1 / 7,8",14 000 000 руб.190 476 руб./м²от 166 227 руб./мес.,
12.04,4-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"19 / 21 эт., кирпич","206,4 / 102,8 / 17,8",59 856 000 руб.290 000 руб./м²от 710 693 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"18 / 21 эт., кирпич","112,4 / 66,7 / 12,9",25 901 681 руб.230 442 руб./м²от 307 541 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"16 / 21 эт., кирпич","115,5 / 66,7 / 12,9",25 988 540 руб.225 009 руб./м²от 308 572 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"16 / 21 эт., кирпич","46,1 / 18,4 / 15",12 528 643 руб.271 771 руб./м²от 148 757 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"12 / 21 эт., кирпич","60,85 / 18,8 / 13,8",13 388 582 руб.220 026 руб./м²от 158 968 руб./мес.,
,,,,,,,
12.04,1-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"17 / 21 эт., кирпич","46,2 / 16,7 / 9,7",12 706 525 руб.275 033 руб./м²от 150 869 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"12 / 21 эт., кирпич","49 / 18,4 / 10,1",10 781 274 руб.220 026 руб./м²от 128 010 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"16 / 21 эт., кирпич","95,5 / 47,2 / 15",21 488 360 руб.225 009 руб./м²от 255 139 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"13 / 21 эт., кирпич","55,1 / 18,8 / 13,8",12 268 897 руб.222 666 руб./м²от 145 673 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"12 / 21 эт., кирпич","73,3 / 26,8 / 17,5",17 740 726 руб.242 029 руб./м²от 210 642 руб./мес.,
12.04,4-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"20 / 21 эт., кирпич","133,3 / 70,3 / 17,2",38 686 059 руб.290 218 руб./м²от 459 334 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский районул. Малая Покровская, д. 6",,"4 / 4 эт., монолитный железобетон","102,4 / 67,8 / 13,4",26 000 000 руб.253 906 руб./м²от 308 708 руб./мес.,
,,,,,,,
12.04,4-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"18 / 21 эт., кирпич","119,2 / 66,5 / 13,4",27 468 686 руб.230 442 руб./м²от 326 146 руб./мес.,
12.04,1-комнатная квартира,"Сормовский район микрорайон Новыйул. Федосеенко, д. 102 Информация о доме",1991.0,"5 / 9 эт., панель","35,7 / 16,8 / 8,6",4 190 000 руб.117 367 руб./м²от 49 749 руб./мес.,
12.04,4-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"21 / 21 эт., кирпич","219,3 / 78,5 / 18",65 790 000 руб.300 000 руб./м²от 781 150 руб./мес.,
12.04,4-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"19 / 21 эт., кирпич","163,2 / 76,4 / 17,4",47 328 000 руб.290 000 руб./м²от 561 943 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"5 / 21 эт., кирпич","99,7 / 50,1 / 13",19 674 798 руб.197 340 руб./м²от 233 606 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"5 / 21 эт., кирпич","99,7 / 50,1 / 13",19 674 798 руб.197 340 руб./м²от 233 606 руб./мес.,
12.04,4-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"18 / 21 эт., кирпич","119,2 / 66,5 / 13,4",27 468 686 руб.230 442 руб./м²от 326 146 руб./мес.,
,,,,,,,
12.04,4-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"19 / 21 эт., кирпич","163,2 / 76,4 / 17,4",47 328 000 руб.290 000 руб./м²от 561 943 руб./мес.,
12.04,4-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"21 / 21 эт., кирпич","219,3 / 78,5 / 18",65 790 000 руб.300 000 руб./м²от 781 150 руб./мес.,
12.04,4-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"20 / 21 эт., кирпич","133,3 / 70,3 / 17,2",38 686 000 руб.290 218 руб./м²от 459 334 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"16 / 21 эт., кирпич","95,5 / 47,2 / 15",21 488 359 руб.225 009 руб./м²от 255 139 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"17 / 21 эт., кирпич","46,2 / 16,7 / 9,7",12 706 525 руб.275 033 руб./м²от 150 869 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"12 / 21 эт., кирпич","73,3 / 26,8 / 17,5",17 740 726 руб.242 029 руб./м²от 210 642 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"12 / 21 эт., кирпич","60,85 / 18,8 / 13,8",13 388 582 руб.220 026 руб./м²от 158 968 руб./мес.,
,,,,,,,
12.04,1-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"13 / 21 эт., кирпич","55,1 / 18,8 / 13,8",12 268 897 руб.222 666 руб./м²от 145 673 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район ЖК Атлант ситиул. Владимира Высоцкого, д. 1 Информация о доме",2021.0,"12 / 21 эт., кирпич","49 / 18,4 / 10,1",10 781 274 руб.220 026 руб./м²от 128 010 руб./мес.,
